3.863673603145993951e-01,6.906439456005243616e-02,2.670817630673439150e-02,2.883827625757823948e-02,2.728166475503850455e-02,2.023594953301655064e-02,2.482385711944945159e-02,1.317384892675733110e-01
3.459395785381918359e-02,5.615325154827160298e-02,4.102426252663891881e-02,5.479241012962154933e-02,4.313504052650728171e-02,1.572665475617490705e-02,2.645299716316045976e-02,1.422809296366784639e-02
2.542429000170653541e+00,3.033332353202044196e+00,2.809865384408218425e+00,2.956709553803922752e+00,2.600924886885516596e+00,2.423268350602933552e+00,2.928003734327742524e+00,2.005621465471532971e+00
4.389731758013788454e-01,2.221641107307909535e-01,1.329247415298952517e-01,9.276472711796025783e-02,1.120014234313101847e-01,1.029929414352208361e-01,1.266897192995085630e-01,1.738343361777007490e-01
3.296150050366860595e-01,2.391567574036781718e-01,2.072885718123611831e-01,1.653063064096031709e-01,1.866431689368034386e-01,1.722122807083130980e-01,1.917563149537284406e-01,2.533626544105325729e-01
1.204524911354978522e+00,3.346438599953682203e-01,8.377276548762678521e-02,5.467715498715836758e-02,6.543593504581737830e-02,1.094819990579773278e-01,8.546133784057917404e-02,5.699783531149655441e-02
0.000000000000000000e+00,1.044755689129747917e-03,2.194201265643961479e-03,7.118788620973671814e-03,1.136967671771215924e-03,9.929483196370009895e-03,2.735641735389195313e-03,1.267865954404891237e-03
7.071931836801572668e-01,4.653449123381943331e-02,4.620678354907422486e-02,3.326233000163853620e-02,3.309847615926593545e-02,4.342126822873996345e-02,2.932983778469605216e-02,2.818286088808782605e-02
-2.102120979720659122e+01,-2.080391516415443931e+01,-2.188268764571713731e+01,-2.247847600210750940e+01,-2.295816447371733204e+01,-2.237367154835729721e+01,-2.273898932899311731e+01,-2.423320598027918393e+01
1.884191147574186154e+00,1.921172134719526303e+00,3.505214834113473010e+00,3.837914141051093964e+00,3.039334388291426770e+00,3.474197472162488864e+00,2.658634703026230284e+00,2.994712421953862780e+00
-3.919603361463605551e-02,-2.867175893570442918e-02,-2.524124467417306339e-01,-7.306851485730123663e-01,-2.178500809751800493e-01,-4.907320549595831083e-01,-4.582029572924290473e-01,7.494642819245128651e-01
-1.676760784888616573e+00,-1.677699416500973539e+00,-5.915247512649665085e-01,4.910747840471406112e-01,1.950273899282076451e-01,2.474688914569043718e-01,3.113002469974928688e-01,-3.686623357388932321e-01
-2.694571922097679928e-01,-2.730293282633495799e-01,6.542137798866190512e-02,-8.314329011359228305e-01,-5.306044353525837254e-01,-1.988522192172965941e-01,2.132198472754532892e-01,4.900016732788504137e-01
2.222467338951435167e-01,1.334574697769212170e-01,-1.097074213409767074e+00,-2.601908674719090042e-01,2.162615593121662572e-01,-5.205384700100916806e-01,-5.902496486372216244e-01,7.509259838263777909e-02
-1.431115338264084443e-02,-1.183789395816033374e-01,-1.600168134081861870e-01,-1.388911928936053253e-01,-1.154853794520212251e-01,2.279201268858180029e-01,2.886212963283476540e-01,-1.603357807573815852e-01
-2.892703955265517601e-01,-4.368634786099338529e-01,-3.551300364968503764e-01,-2.594390175385479780e-01,-4.561155945120959898e-01,-6.840417263648548851e-02,-2.482769757238716957e-01,-9.282422389850365774e-02
-6.925779498604630602e-01,-8.173450377055569982e-01,-7.383722105760971433e-01,-3.621373129385611622e-01,1.884909300323357739e-01,-2.698824514036789884e-02,-3.407289506720514310e-02,9.142732460475384848e-02
-5.965992884364983428e-01,-7.380070665633374771e-01,-7.263825606997375006e-01,-3.786689182217141680e-01,1.548137020888075976e-01,7.171140720979453376e-02,-1.313084847104686037e-01,-3.521326696915059173e-01
1.150577132066965547e-01,1.383805010903120004e-02,-6.109017244318254436e-02,-1.109539137821923954e-01,3.542097406566332291e-02,-4.060429447836891304e-02,2.927175309772694564e-02,3.737813524004376387e-01
-5.333627451032590255e-02,2.398750216338675287e-02,2.145715167620403444e-02,-5.218618612535837892e-02,-2.965495669706024739e-01,-5.316727114406160082e-01,-3.012496330052175653e-01,-1.765828064777839601e-01
5.194696298711214411e-01,6.116139433372914658e-01,-2.372976415647152712e-03,-4.721762365547206297e-01,-9.177905001913740923e-01,-3.447468501248312500e-01,-1.138762110629600206e-02,-2.480085568604424862e-01
8.789327868876667003e-04,5.383539467442252126e-04,9.742738776973258437e-04,7.842043206733676766e-04,6.091290245598267490e-04,3.041276061606488883e-03,1.467109176857102012e-04,1.791549540215406941e-04
3.032876879677057105e-04,4.787036485760694520e-04,3.037077708967902078e-04,2.997948922849145580e-04,3.307788147112515837e-04,1.340161013699025724e-03,1.131083377628159820e-04,2.558991362499773081e-04
1.123212484072828865e-03,1.686138058985679191e-03,9.631862749350007542e-04,4.304468246911788637e-04,2.785036393539467247e-04,1.211674354433259042e-03,1.143631666308092510e-04,2.832558210769147897e-04
7.253724493797358494e-03,7.567721678074589009e-03,4.834437853912981796e-04,1.437049294590672091e-03,3.370360514493395024e-04,3.875741528009957627e-03,1.782820982407386625e-03,3.278481505328634596e-04
8.062051161059860527e-03,5.482553178991261128e-02,5.217605991960135720e-02,5.378817774795425881e-04,5.898711882954224442e-05,3.413372360798496135e-04,5.408260421569014391e-05,8.165640708406828041e-04
7.744162114766517217e-04,3.443077256772151726e-04,1.342940368803151579e-03,6.803372753471754845e-03,9.844975150095539029e-03,1.055635974256689293e-03,6.842617233799889120e-05,6.535888634432687923e-04
9.615003538000989249e-04,4.975468233961600345e-04,3.737024360682307403e-04,2.023302046518787184e-04,4.250450712710936618e-04,1.961967915517890456e-03,7.900619650713098640e-04,5.482955940095152192e-03
5.786142792810879208e-04,2.113261536391067969e-04,1.418776525318683529e-04,1.873124535208481800e-04,2.749820482230539180e-04,3.560532130950898062e-03,1.947702583936136364e-03,1.480093519486580175e-02
4.115729393443618659e-04,3.009839247738090723e-04,5.195005634509951677e-04,5.092940378840834365e-04,1.268933684703957353e-04,1.368961777217096720e-01,2.177979434900454148e-01,2.170960381796077365e-01
5.006060182693447070e-04,3.443333308981407544e-04,1.251920939388612370e-03,2.723951383726269573e-03,2.910317239072613641e-03,3.045407886899369199e-02,4.844567099523750496e-03,1.279375179258688969e-03
2.367493622951705819e-04,7.118693992780085347e-05,3.418477999063482264e-02,2.668690564767973727e-01,2.022243408849324631e-01,2.155901853848441602e-02,2.058932410572751007e-03,1.165261055408650008e-03
