4.569064394560052311e-01,1.418974274946747383e-01,6.652466000327707241e-02,5.988857938718662732e-02,6.890054071767982846e-02,5.611994101261674750e-02,2.312796985089300428e-01
1.619063044740805951e-02,1.871529643204189117e-02,9.991276587718509600e-03,3.385647172603161587e-02,3.256958656706698124e-02,2.458945425522322467e-02,2.140881979142204156e-02
2.685881695914552392e+00,2.799140323181054324e+00,2.691069979680503987e+00,2.837745325187085665e+00,2.615396729366853190e+00,1.982244416757176442e+00,1.680863537166919830e+00
4.232367797082139393e-01,2.860189244622934335e-01,1.973832337623892541e-01,1.529318416607050313e-01,1.578390094369394592e-01,1.509483916518354896e-01,1.575849291075047121e-01
3.106333201781727449e-01,2.472346441552507323e-01,1.950519507604285552e-01,1.827853623203949951e-01,1.804020911672468142e-01,1.490044081014119393e-01,1.605716844491453521e-01
2.224081157810045006e+00,1.528323442232030871e+00,7.587314155125988169e-01,4.055229074860938754e-01,5.673850514316676197e-01,6.781668514507144252e-01,5.302595024880530916e-01
0.000000000000000000e+00,1.558485646834209429e-04,6.469624076950300290e-04,1.837115806260869325e-03,5.425915364903891513e-04,2.304935305778992114e-03,1.200521637767388970e-04
7.514337211207602341e-01,3.308209077502867190e-01,2.190725872521710749e-01,9.864001310830738944e-02,1.002785515320334248e-01,1.110929051286252689e-01,9.634605931509093724e-02
-2.175389040155648601e+01,-2.123847773133023509e+01,-2.168339363601430847e+01,-2.135892797318183156e+01,-2.259942972569343311e+01,-1.998700439503675597e+01,-2.025532545741888057e+01
3.494207867878893481e-01,3.920917966636382479e-01,1.676952411508236818e+00,1.869684328108325522e+00,1.580308338290951298e+00,9.055923537177884564e-01,7.495365350258342829e-01
-1.446112454836095684e-01,-3.361103984356976770e-01,-1.906261071172892785e-01,-2.478128939499876005e+00,-2.692664496147248787e+00,-2.221138885702728327e+00,-2.348552690538554977e+00
-1.970399856011017858e+00,-2.232496090038261105e+00,-1.600675465716732582e+00,5.605754797106160710e-03,8.908550385237963276e-01,-1.504490572201951926e-01,-6.587069311952774564e-01
-7.851976711966877909e-02,-6.944066672675179852e-01,-6.121693330870705552e-01,-1.019186664146061849e+00,-7.673184658913435596e-01,9.635931529011299013e-02,3.727128726679808379e-02
-1.180637508953707310e-01,-6.300381193166106897e-01,-1.174326374237232073e+00,-1.410646385856473728e+00,-9.685347805487527773e-02,-2.089175871881037150e-01,-4.891004272550720233e-01
-2.636333463626904239e-01,-5.765152966115733024e-01,-2.058528846308901039e-01,-6.750317409575092020e-02,8.793242282947651978e-01,3.115215433888823826e-02,-3.066382787984350822e-01
2.853283877808810917e-02,-2.726729091339948896e-01,-2.607088442471912071e-01,-5.677478640458145237e-02,1.648851708982321251e-01,-2.947689708029493927e-01,-3.054987755016368434e-01
-6.713478870757162431e-01,-4.213616239964723120e-01,4.279524818207935954e-02,-2.294159850244807397e-01,-5.475269572885700375e-01,4.435751359051328113e-01,1.237963606769744568e-01
-6.222280572210092675e-01,-3.470397954398237172e-01,2.971986844984750645e-02,-2.832157130527201416e-01,-1.293543980892567058e+00,-4.792912630691090192e-01,-5.373413316744486412e-01
-8.483517629676213812e-01,-7.873901486662963078e-01,-6.530056450657958367e-01,-4.197012019953052508e-01,-8.185562954991683071e-01,-6.845578128556678577e-01,-7.539697515054569754e-01
-1.115893391602858609e+00,-9.345731987684212649e-01,-6.539574007213030393e-01,-3.432896454561673028e-01,-7.411071610728607872e-01,-8.969492796040385851e-01,-9.457729465311668360e-01
-2.593815886422249917e-01,-4.140821459928634152e-01,-1.425670653569096613e-01,1.495366706931991474e-01,-2.619019497927998485e-01,-5.334572945619284745e-01,-6.272739602891908017e-01
1.557842449152617263e-02,1.522993358018355850e-02,2.998446448446276044e-02,3.222217341696852005e-05,4.019437904352387301e-04,9.404737047048826459e-03,1.037245259280527958e-02
4.010725714140412311e-03,5.508299366928897343e-03,5.279197884671917550e-03,2.904140334412002797e-02,2.087483929138872138e-02,1.225071877799551769e-02,1.736941545506717798e-03
2.936341365622676097e-03,2.199503286438386686e-03,8.056296069796901231e-04,8.621303434821403142e-03,1.120425625370089114e-02,3.506695236646653548e-04,8.273462665195992129e-04
1.412810710645136291e-03,1.131275150558674848e-03,3.148858402948070349e-03,1.008526294526531893e-03,2.639250267833039595e-04,2.480631660979514463e-04,5.046663719554765875e-04
5.744334503622188252e-04,4.673341654114655797e-04,3.428458863252136770e-04,1.055086039806519979e-04,6.364487273192995296e-05,8.505454034606038704e-04,8.234108983314220595e-04
1.029159321600656211e-04,1.005992720838367065e-04,2.581413217417813095e-04,7.726699619833856617e-04,6.766573030334896823e-04,1.383488280507889478e-03,8.347732865214187040e-04
1.696747809653593325e-04,1.033397615871553679e-04,3.989460519303242021e-04,2.440409065973745935e-04,1.932212132815191400e-05,2.472889690846899035e-04,3.749546853377213490e-04
1.803489150803799269e-03,1.648360465632228711e-03,1.690230015905044457e-03,3.695084532107694776e-04,1.920686188844889156e-05,2.575923093407294197e-04,5.288838340703367344e-04
5.683085208343542985e-03,6.503114666768304575e-03,4.026379705432695834e-03,4.028554353123795125e-03,2.977694411537374838e-03,1.171467528689996811e-02,1.439062857156135807e-02
3.467613681816104259e-04,1.200324061712711556e-03,2.876698318621309907e-03,1.793054858485431270e-03,2.444363474170660380e-04,3.438374215222551270e-03,3.364821207323699485e-03
1.778521063996148580e-04,6.948027912656018750e-04,7.382588484767844614e-03,3.154316091456903573e-03,1.914486039261945359e-05,4.149693038595113521e-03,4.349990716160573312e-03
1.848574951808898046e-04,4.208608623732061627e-04,1.656294606288147937e-03,1.221733073900926523e-04,3.502440231847731554e-04,2.884763548130983134e-03,1.865719536496877363e-03
4.231323907860897945e-03,4.207716054949147029e-03,7.871614608090254234e-03,7.887097504473059711e-03,6.166049828085731765e-03,4.383450768400091492e-03,4.291373585047801240e-03
3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
