3.689988530231033681e-01,1.047845321972800253e-01,5.710306406685236591e-02,5.530067180075372985e-02,6.898246763886613231e-02,2.043257414386367432e-01
2.387571047060832799e-02,2.373867633913375255e-02,1.023811930284871698e-02,1.398164747943065819e-02,6.034559663375939353e-03,4.963328277512284344e-03
2.408957120955210751e+00,2.432792681475628882e+00,2.274200681705811355e+00,2.731265556717648035e+00,2.262825411987250845e+00,1.814251504214458910e+00
3.273567013481429866e-01,2.321160997361858824e-01,1.623723328257051512e-01,1.666474677713407904e-01,1.981267720963355849e-01,3.015483063717073753e-01
2.468004320687666453e-01,1.462630876210193054e-01,1.940978605334388873e-01,1.929611777957251917e-01,2.041651235824732680e-01,2.817982204622860865e-01
1.856904733095521509e+00,1.672257112351583030e+00,3.811144805417033821e-01,5.334803486502933678e-01,8.949076254114108897e-01,1.614564496104531788e+00
0.000000000000000000e+00,1.177125747286300985e-04,1.546219612693742682e-03,7.195567842000149227e-04,9.507459908984613930e-04,1.294361739109924688e-03
3.359003768638374465e-01,3.326233000163854037e-01,8.798951335408815300e-02,9.945928232017041404e-02,1.340324430607897632e-01,3.486809765689005136e-01
-2.285783106600085901e+01,-2.156093744248538613e+01,-2.219277293976509924e+01,-2.237682398622016322e+01,-2.332276976700732618e+01,-2.158057702367377573e+01
-1.322557401096915441e+00,-3.546815075305648768e-01,1.273983955963624792e+00,1.596196730157799060e+00,1.162293886412724575e+00,2.371002562887070675e-01
1.607168386325822096e-01,-1.270078359724937378e-01,-1.893307761490670593e+00,-2.361938937683158990e+00,-1.216303590216458286e+00,-1.654053987630404121e+00
-2.028915076018935171e+00,-1.965524329546031401e+00,-8.517783431593303201e-01,1.311427317374813661e-01,4.044393048662022760e-01,6.469955099408167265e-02
-3.744724098128386358e-01,-1.960270875813268920e-01,-7.859414972437803737e-01,-1.230811971541535987e+00,-1.219298466119590696e+00,-2.712244637738676634e-01
8.385578409942644196e-02,-3.317554280134359934e-01,-9.694843816579064022e-01,-1.254838650700154934e-01,-6.182240656721850469e-02,-1.497360643353427556e-01
8.898348938708652844e-02,-2.703051280367668729e-01,-2.250235229829394556e-01,-3.823592567256646202e-01,6.573166746398148574e-02,-3.493099334191651639e-01
-2.254304257522233845e-01,-6.023152347149853814e-01,-4.391925638468489046e-01,-1.723159570151761022e-01,-2.562225784954542673e-01,-1.075849552668548398e-01
-1.306030584356490776e+00,-8.785480488403132338e-01,-5.981488274610312628e-01,-2.036227191486184029e-01,2.330303924437410537e-02,1.933579037941108858e-01
-1.300056229676633368e+00,-3.642865455330084323e-01,-4.262976937127077592e-01,-1.105812598053647733e+00,-5.264963616790435674e-01,-4.753497829190781454e-01
-8.911021694763725520e-01,-3.646972847458898603e-01,-1.550037505882631561e-01,-7.027545428074198908e-01,-5.491312153619842817e-01,-3.091326023395618017e-01
3.470732454658605470e-01,3.637310036494373344e-01,-1.009801604559082272e-01,-1.052377399520251222e+00,-1.364850825061154183e+00,-8.415020505104729986e-01
1.365648538206797324e+00,5.306358604154952641e-01,2.471132008858869522e-01,-1.322004240611946990e-01,-7.592818587054803725e-01,-8.215100708742344437e-01
6.027369105767792993e-05,7.522597281931076962e-05,1.500773130082680201e-04,5.648698980684358981e-03,1.294241067612812018e-02,8.882091861012138267e-03
5.993869726758742356e-04,6.740905350091868200e-04,2.168962309272762321e-03,3.490594620798764900e-03,2.234147733045792165e-03,1.588021107420963408e-03
2.108605687273168439e-02,2.251885677594388929e-02,1.057864175827199528e-02,8.069054865975771110e-03,2.388087155526951344e-04,3.583374957696251360e-04
6.168586718414940592e-03,9.695231887253488029e-03,3.750490780482440491e-04,2.120429139469166694e-04,8.572082264631823907e-05,7.564437982254067607e-04
1.562513778811912063e-03,2.375030676638910300e-04,2.061941025595024062e-04,2.010334866398962787e-04,1.428372493144245618e-04,3.878986475918499554e-04
5.267261108893311764e-04,5.183376770028759678e-04,1.620804797241456874e-03,2.118675837708891389e-03,5.275485098087319847e-04,6.226661011816929251e-04
6.442414670032164123e-04,7.296840454282189957e-04,7.807466441591034674e-04,8.676345319492850708e-05,1.005751215521962649e-04,1.580508323590094173e-03
1.239068383393283391e-04,1.209676013117016394e-03,3.121191046050865101e-03,9.525731596783699074e-05,1.827044294711558270e-04,1.475931860286657221e-03
2.675978809738737731e-04,5.197634994480154931e-03,1.116973207992337687e-02,9.650486171933198151e-04,8.236600774657519509e-04,1.938321294912002815e-03
1.149227099397101288e-03,8.448271283716424522e-04,5.059182643007909463e-04,3.734281949431439603e-04,1.800907796436277796e-04,8.467240661644879303e-04
1.148821569154069317e-03,1.462417158053049091e-03,2.430956069291294341e-04,1.660667756262128661e-03,8.809755882182959338e-03,9.293325845234354579e-03
1.401045572411999053e-04,1.536232852005333857e-04,8.055192104838927226e-05,4.632719606057350017e-04,3.564451427890389084e-03,5.062781367228419253e-03
5.741096440913576703e-03,6.307432173432991028e-03,3.816546216859766343e-03,2.454009488709919806e-03,3.976661770988314248e-03,3.084705246998435246e-03
3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
