3.627724070129444423e-01,7.266917909224970828e-02,3.285269539570703085e-02,2.638046862198918652e-02,2.474193019826314774e-02,2.228412256267409478e-02,4.809110273635916477e-02,2.452892020317876398e-01
3.752952096705813867e-02,6.129029348711956260e-02,5.083837097253440102e-02,5.910059845467175582e-02,4.262643725618518731e-02,4.260833837390818474e-02,6.832170794048188223e-02,3.399407470929145109e-02
2.536707236969249823e+00,3.046206527533040997e+00,2.992607380570593723e+00,3.169894231155620190e+00,2.742988157712306307e+00,2.057744946262001218e+00,2.370639446741823253e+00,1.487882433084599887e+00
4.397764082564998289e-01,2.326672986969247903e-01,1.090043311108895713e-01,7.920060308807694294e-02,1.022979747832580000e-01,8.601302459216479679e-02,1.259927448285280138e-01,2.705470975123380195e-01
3.311125920582327353e-01,2.752896019696530749e-01,1.804545806386223805e-01,1.300947956067023681e-01,1.593908253838075273e-01,1.568816852661917283e-01,2.025280832224786165e-01,2.561992866345438324e-01
7.795822523798685566e-01,1.617081418393899184e-01,5.416979086364317325e-02,7.818063983485833146e-02,1.025012991371828108e-01,2.636433090452287506e-02,2.549043435719230977e-02,3.035361611093110312e-01
0.000000000000000000e+00,1.252279580032048022e-03,2.270194656502695640e-03,2.982548036019648432e-03,1.639828866223715445e-03,8.697226020247679143e-03,3.217135127890645430e-03,4.184668366780105314e-03
3.899721448467966534e-01,4.555136817958380796e-02,4.538751433721120720e-02,3.785023758807144062e-02,3.686711453383581527e-02,3.539242995248238766e-02,3.080452236604948324e-02,3.096837620842208746e-02
-2.260032005608732320e+01,-2.190590611907437335e+01,-2.123692802386507239e+01,-2.133420011593566201e+01,-2.233181314917681348e+01,-2.221898200480288921e+01,-2.297804868548287871e+01,-2.346068775228406622e+01
2.431512308149173407e+00,2.423202763473419896e+00,3.764938407550571853e+00,3.858624278647762473e+00,2.640049307757686314e+00,3.860696897201843836e+00,2.990775853051495403e+00,3.387930220187476138e+00
2.923698470427830709e-01,1.343387460195410166e-01,-6.876828475197102053e-01,-1.570242947368315933e+00,-4.449100185235578264e-01,4.693136263471747727e-01,6.071444201037102806e-01,1.425885016410599837e+00
-1.225419665147644332e+00,-1.143910775622937859e+00,-1.000050379619285223e+00,1.278988815674970136e-01,4.170332312596789492e-01,-2.085152231377717380e-01,-9.533561617082837725e-02,-8.037603920566092075e-01
-5.107888239193246749e-01,-3.809936000443009396e-01,1.766861430053388027e-01,-1.258773410188677611e+00,-9.007804318225925977e-01,-6.611738476996844582e-01,5.033767959193032049e-02,3.103643393145262830e-01
-1.942501121104636685e-01,-1.476880326765596108e-01,-5.031807390506505273e-01,3.248862059857941520e-01,4.130878439394334301e-01,-1.298575192610292306e-01,-2.137420123053664356e-01,-1.492516453766302986e-01
-3.340962394371330690e-01,-2.024094374489507353e-01,1.513332499481077065e-01,-4.623614839752374639e-01,-2.666972448930908235e-01,9.352858767676065777e-02,2.533406733326351579e-01,-1.044995448235885582e-01
-1.633162709961331893e-01,-4.174022767921068411e-01,-3.252056461478023408e-01,-4.093136718555535070e-01,-2.091586955665201142e-01,1.973083752208585340e-01,9.857160014490159994e-02,-3.237251736119770018e-01
-5.631018655568027498e-01,-6.987827753936844966e-01,-5.231837970253835346e-01,-1.621713645830035466e-01,2.431290271564762739e-01,-8.615248263250205318e-02,-1.145289374754940304e-01,-2.738961348704114229e-01
-9.460879987553715287e-01,-8.521256504133641885e-01,-6.434362021252153507e-01,-7.612926415230141242e-01,-3.404257571282158779e-01,-3.180172873479732987e-01,-1.040295472439855540e-01,-1.362267438981975831e-01
-3.422339316556179400e-01,-3.293798772117689233e-01,-7.979154364355459661e-01,-6.433168572141806374e-01,-5.133899695972352628e-01,-1.799496183074943689e-01,8.977768363032463672e-02,2.227248730694360579e-01
