3.147632311977716091e-01,4.202851056857283274e-02,3.350811076519744081e-02,4.186465672620023198e-02,4.800917581517286786e-02,1.694248730132721648e-01
5.295890417382819598e-02,6.420959894385687428e-02,4.886431671093165868e-02,7.256591526019517957e-02,5.840065313794633173e-02,3.691373281626250669e-02
2.641785606406304332e+00,3.007836638615079217e+00,2.763802461020963275e+00,2.872924429444704053e+00,2.721786476757565687e+00,2.550536598175420444e+00
3.715321164136740628e-01,1.689990996186370165e-01,1.333061902940171350e-01,1.222619666218907053e-01,1.383269233318268621e-01,2.666793201067073626e-01
3.223552840920302365e-01,1.839544895257899659e-01,1.839104599575001886e-01,1.485687134663413456e-01,1.626517676983665339e-01,2.788222442176400695e-01
7.837209810827722167e-01,4.157333103445607914e-01,3.101881950243126629e-01,6.117220609573951196e-01,6.963244124765310961e-01,6.263662187002160264e-01
0.000000000000000000e+00,8.281726666848746900e-04,1.052970266492659832e-03,2.301158492964842320e-03,2.388609448791545464e-03,1.947897345600818012e-03
1.789283958708831612e-01,4.653449123381943331e-02,4.587907586432901641e-02,1.187940357201376362e-01,1.191217434048828377e-01,1.145338358184499472e-01
-2.131639126706984655e+01,-2.080541439381173419e+01,-2.096743486239867238e+01,-2.154075707962339337e+01,-2.015858012285378109e+01,-2.152508093662590838e+01
1.629914290750491102e+00,1.275146146973265449e+00,1.867865683415611100e+00,1.638043812555157741e+00,1.305334160377851438e+00,1.245158310047960848e+00
1.037523748364109766e+00,4.344177641655930233e-01,-7.179394636474304425e-01,-1.038315326489093193e+00,-7.006577088825994837e-01,-1.607635020472290843e-01
-1.658631644461701304e+00,-1.287148665519576962e+00,3.580923160031144747e-01,1.264512945720024151e+00,7.407968686856380991e-02,-5.731330506799057201e-01
-2.412237211094439004e-01,-2.458425819024938341e-01,-6.436886303168574130e-01,-1.363780621245919811e+00,-7.827679873428202706e-01,-2.973272966930147754e-01
3.545097479811910035e-01,3.156301938492143688e-01,1.545277315221723347e-01,5.560097893296467308e-01,9.579061766976657566e-01,7.910921070740175587e-01
-9.095477652623021325e-02,2.601898414638676577e-02,4.634137139329287391e-01,4.280671446013730730e-01,1.242259479157338531e-01,-4.296572605706227566e-01
4.053771091013001482e-01,4.966720212194374040e-02,-2.272374060321833561e-02,3.477155743112833857e-03,-5.441678185117456712e-01,-1.947506800254523440e-01
-3.505101364312874779e-01,-3.939505932092059459e-01,-1.603882399625600197e-01,3.544612883833760802e-02,2.593087950180513190e-01,2.484041973581825880e-01
-1.270317805803998223e-01,3.930771943172770011e-02,1.151201032649123296e-01,-3.486549218156157481e-01,-1.296486367461621159e-01,-4.040029857590284323e-01
-4.205099419233147146e-02,5.449280293145596478e-04,2.570221040928894474e-01,3.102472485205697295e-01,3.262319583450662419e-01,3.339909639207552794e-01
-7.399902884548817394e-02,1.635702577389272216e-01,2.702146910100985400e-01,1.740384490932553319e-01,6.674621062760865975e-02,4.278240948579271896e-02
-1.884079215948205599e-01,-2.205715558528344444e-01,-1.699657125117773893e-01,1.532967432923370565e-01,-5.811970713632282071e-02,-2.412954617319579831e-01
1.036887152260903628e-04,7.110501557898499237e-05,2.766290714728104417e-04,1.111466554762890113e-03,8.812406586188730210e-04,6.328944077898633212e-05
1.244714583785144746e-04,8.036534903518278929e-05,1.549332811071399006e-04,4.230065990304725731e-05,4.632206912168311411e-04,1.134683414814376037e-03
1.284903428051300243e-04,5.153879367967954139e-05,5.106724478310705048e-05,6.832194620593201866e-05,4.776016233574464275e-05,3.694538089139275962e-05
2.102594854673733426e-03,4.490135022512009751e-03,5.861099451832383397e-04,2.450701204835932945e-03,7.361440957223785823e-04,4.277248415885789336e-03
2.384698654533177857e-03,4.233594437691399863e-03,5.418189498502880589e-04,6.623065980779018576e-05,5.756041047352049517e-04,2.969202711471196732e-04
1.144367604339899198e-04,9.935246882749591585e-05,3.222605355798581809e-04,1.431173482280709503e-04,1.379644375334586239e-04,6.847528957457591750e-05
3.143322988632809233e-04,2.426452428079174271e-04,2.492789710668913070e-03,1.079544448718519796e-03,3.499090700739578941e-04,8.156171720489787497e-05
2.529656559872307505e-04,3.047805435205564080e-04,5.048465566162017902e-04,2.016289041316675660e-04,1.274876564960641294e-03,5.870290420963328011e-04
3.815006711010124601e-03,3.500992911249582815e-03,1.413160785182073463e-02,5.871378026303853206e-03,2.902184787188929679e-02,1.203826311356009371e-01
9.215522248964470864e-03,1.154617924706431362e-02,1.334206480106776664e-02,3.580031357707989760e-04,1.007441529115416824e-03,2.490606104113531408e-03
1.868144023274432046e-03,4.128182924890391910e-04,8.888398294555768060e-04,5.501944582543311942e-05,1.866449202384813828e-03,6.379409341835591031e-04
3.437600451748910923e-04,2.141352617693033995e-04,1.921457472194116006e-04,6.630137539673089993e-05,1.545076390966241360e-04,2.348037953082946253e-04
2.540861511185735395e-03,3.303125229222464432e-03,4.936388736779676219e-03,1.634004562284357628e-03,7.849094845912762616e-03,3.304542946285883576e-02
4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
